user_key,temperature,humidity,pm2_5,pm10,risk_label,risk_label_numeric
514,18.57,88,4.59,6.31,Yellow,1
514,17.37,86,5.11,6.58,Yellow,1
514,18.59,84,2.97,3.53,Green,0
514,21.8,62,1.03,1.16,Green,0
514,19.16,49,1.89,4.67,Yellow,1
514,19.99,71,6.82,12.36,Green,0
514,18.82,76,3.93,6.01,Green,0
514,23.96,68,25.53,29.23,Green,0
514,18.37,73,3.29,4.4,Green,0
514,18.58,86,7.36,7.75,Green,0
514,18.58,86,7.36,7.75,Green,0
514,23.23,61,9.57,10.8,Green,0
514,17.55,80,12.08,12.79,Green,0
514,7.74,100,8.43,10.49,Yellow,1
514,18.97,78,1.41,2.47,Green,0
514,16.97,78,3.03,6.26,Yellow,1
514,14.1,64,0.68,1.04,Green,0
514,14.51,71,1.56,2.19,Green,0
514,12.65,76,0.58,0.68,Green,0
514,11.58,78,1.05,2.02,Green,0
514,11.58,78,1.05,2.02,Yellow,1
514,16.03,87,8.35,10.75,Yellow,1
514,16.03,87,8.35,10.75,Green,0
514,14.92,87,12.69,13.31,Green,0
514,12.57,86,4.86,5.94,Yellow,1
514,12.57,86,4.86,5.94,Yellow,1
514,12.11,92,10.95,12.33,Yellow,1
514,10.65,82,1.45,2.88,Yellow,1
514,7.9,89,1.95,2.65,Yellow,1
514,7.9,89,1.95,2.65,Yellow,1
514,14.31,82,2.39,3.78,Green,0
514,13.34,87,3.6,3.97,Green,0
514,11.23,88,1.33,1.52,Yellow,1
514,9.07,81,2.21,2.62,Yellow,1
514,13.08,86,2.15,3.68,Green,0
514,11.51,89,3.27,4.24,Green,0
514,11.51,89,3.27,4.24,Green,0
514,12.87,87,3.14,3.87,Green,0
514,6.78,83,1.48,3.86,Green,0
514,7.49,83,8.57,9.81,Green,0
514,3.24,56,0.52,0.73,Green,0
514,3.31,72,5.02,5.84,Green,0
514,10.67,84,1.37,1.88,Green,0
514,8.63,75,0.67,0.94,Yellow,1
514,5.78,90,7.4,8.05,Green,0
514,5.78,90,7.4,8.05,Green,0
514,6.6,70,0.73,1.45,Yellow,1
514,6.78,88,0.72,0.81,Yellow,1
514,7.82,70,0.5,0.6,Green,0
514,5.59,83,2.69,4.23,Yellow,1
514,11.51,85,4.12,6.43,Green,0
514,10.3,81,2.97,3.62,Yellow,1
514,8.12,79,7.16,7.78,Yellow,1
514,4.52,84,3.25,3.75,Green,0
514,9.41,90,1.01,1.35,Green,0
514,10.42,83,1.64,1.83,Green,0
625,27.35,41,1.39,1.54,Green,0
625,22.3,45,3.34,4.15,Green,0
625,29.43,32,4.37,4.96,Green,0
625,26.98,39,9.5,11.39,Green,0
625,24.29,50,4.65,5.25,Green,0
625,19.77,64,2.22,2.37,Green,0
625,32.88,31,12.06,15.45,Green,0
625,19.55,91,8.84,11.35,Green,0
702,17.03,83,4.08,5.62,Green,0
702,17.03,83,4.08,5.62,Green,0
702,14.3,93,9.77,11.53,Green,0
702,14.3,93,9.77,11.53,Green,0
702,14.21,92,3.04,5.46,Green,0
702,14.21,92,3.04,5.46,Green,0
702,15.15,85,4.43,9.04,Green,0
702,15.15,85,4.43,9.04,Green,0
702,12.28,92,2.04,2.53,Green,0
702,12.28,92,2.04,2.53,Green,0
702,12.61,86,2.78,7.34,Green,0
702,12.61,86,2.78,7.34,Green,0
702,14.03,93,6.32,10.15,Green,0
702,14.03,93,6.32,10.15,Green,0
702,16.49,95,8.88,10.04,Green,0
702,16.49,95,8.88,10.04,Green,0
702,14.61,95,8.82,13.5,Green,0
702,14.61,95,8.82,13.5,Green,0
702,14.16,91,3.83,4.49,Green,0
702,14.16,91,3.83,4.49,Green,0
702,14.82,85,1.82,2.38,Green,0
702,14.82,85,1.82,2.38,Green,0
702,15.67,78,6.36,8.01,Green,0
702,15.67,78,6.36,8.01,Green,0
702,15.79,84,8.31,11.55,Green,0
702,15.79,84,8.31,11.55,Green,0
702,14.78,97,8.11,9.83,Green,0
702,14.78,97,8.11,9.83,Green,0
702,13.86,92,12.29,13.0,Green,0
702,13.86,92,12.29,13.0,Green,0
702,15.01,94,4.8,5.27,Green,0
702,15.01,94,4.8,5.27,Green,0
702,15.61,89,6.36,9.16,Green,0
702,15.61,89,6.36,9.16,Green,0
702,13.76,94,2.36,3.03,Green,0
702,13.76,94,2.36,3.03,Green,0
702,18.55,82,0.86,1.12,Green,0
702,18.55,82,0.86,1.12,Green,0
702,17.49,75,4.43,5.74,Green,0
702,15.07,77,4.31,11.83,Green,0
702,15.07,77,4.31,11.83,Green,0
702,16.89,91,10.5,14.35,Green,0
702,16.89,91,10.5,14.35,Green,0
702,15.28,89,6.28,8.06,Green,0
702,15.28,89,6.28,8.06,Green,0
702,15.75,83,3.66,7.05,Green,0
702,17.95,85,5.04,12.41,Green,0
702,17.95,85,5.04,12.41,Green,0
702,21.81,67,7.95,10.16,Green,0
702,21.81,67,7.95,10.16,Green,0
702,15.37,96,14.86,18.17,Green,0
702,15.37,96,14.86,18.17,Green,0
702,15.63,84,2.34,4.67,Green,0
702,20.5,69,3.26,6.11,Yellow,1
702,20.5,69,3.26,6.11,Green,0
702,20.5,69,3.26,6.11,Green,0
702,16.54,95,9.28,14.17,Green,0
702,16.54,95,9.28,14.17,Green,0
702,15.6,95,6.06,12.6,Green,0
702,15.6,95,6.06,12.6,Green,0
702,20.75,71,3.6,3.74,Green,0
702,20.75,71,3.6,3.74,Green,0
702,17.21,86,2.67,3.18,Green,0
702,13.25,89,2.52,3.81,Green,0
702,18.02,57,1.54,2.92,Green,0
702,17.71,66,3.49,6.11,Green,0
702,17.71,66,3.49,6.11,Green,0
702,21.1,58,1.77,3.21,Green,0
702,16.21,79,4.87,6.32,Green,0
702,13.24,92,2.21,3.6,Green,0
702,13.24,92,2.21,3.6,Green,0
702,14.74,91,3.51,3.86,Green,0
702,15.7,83,4.97,6.54,Green,0
702,15.7,83,4.97,6.54,Green,0
702,18.37,84,4.04,6.03,Green,0
702,15.05,84,3.8,8.81,Green,0
702,21.53,67,2.38,3.19,Green,0
702,18.16,80,6.23,9.81,Green,0
702,18.16,80,6.23,9.81,Green,0
702,14.0,95,1.75,1.95,Green,0
702,17.7,77,2.65,3.49,Green,0
702,17.07,93,6.06,6.45,Green,0
702,15.8,95,4.48,5.02,Green,0
702,17.03,81,4.97,18.51,Green,0
702,17.03,81,4.97,18.51,Green,0
702,17.12,87,2.58,6.84,Green,0
702,17.12,87,2.58,6.84,Green,0
702,14.94,92,53.75,57.81,Green,0
702,14.94,92,53.75,57.81,Green,0
702,15.82,94,51.47,56.8,Green,0
702,16.87,95,16.79,18.66,Green,0
702,13.91,87,3.47,5.82,Green,0
702,13.91,87,3.47,5.82,Green,0
702,15.81,94,6.1,12.12,Green,0
702,14.75,93,1.67,3.02,Green,0
702,12.84,97,19.02,20.34,Green,0
702,12.84,97,19.02,20.34,Green,0
702,16.73,85,22.45,26.24,Green,0
702,15.48,90,18.24,22.01,Green,0
702,15.48,90,18.24,22.01,Green,0
702,10.77,100,15.23,17.39,Green,0
702,10.77,100,15.23,17.39,Green,0
702,11.33,92,9.44,13.16,Green,0
702,11.29,91,3.32,5.79,Green,0
702,11.29,91,3.32,5.79,Green,0
702,12.61,89,5.02,11.76,Green,0
702,21.65,71,2.76,3.76,Green,0
702,14.26,94,4.83,7.25,Green,0
702,16.97,87,4.06,5.74,Green,0
702,9.77,87,3.12,6.66,Green,0
702,13.71,64,0.66,0.95,Green,0
702,13.71,64,0.66,0.95,Green,0
702,11.61,77,0.6,0.8,Green,0
702,11.85,84,1.54,1.91,Green,0
702,11.85,84,1.54,1.91,Green,0
702,11.54,89,5.08,6.89,Green,0
702,13.26,91,8.58,9.39,Green,0
702,10.13,89,2.6,3.23,Green,0
702,10.13,89,2.6,3.23,Green,0
702,5.48,93,3.31,7.17,Green,0
702,9.78,94,17.1,18.27,Green,0
702,9.78,94,17.1,18.27,Green,0
702,11.6,81,4.26,6.53,Green,0
702,11.6,81,4.26,6.53,Green,0
702,11.6,81,4.26,6.53,Green,0
702,11.06,78,1.58,3.39,Green,0
702,11.06,78,1.58,3.39,Green,0
702,8.28,93,2.93,4.05,Green,0
702,8.28,93,2.93,4.05,Green,0
702,8.62,92,1.85,3.11,Green,0
702,8.62,92,1.85,3.11,Green,0
702,8.57,93,0.78,1.11,Green,0
702,9.27,91,2.64,6.28,Green,0
702,9.27,91,2.64,6.28,Green,0
702,5.39,86,3.58,4.61,Green,0
702,14.04,80,3.29,5.31,Green,0
702,11.5,97,10.13,10.78,Green,0
764,13.9,88,4.36,15.31,Green,0
764,14.89,87,2.3,7.78,Green,0
808,15.93,73,1.71,2.78,Green,0
808,14.92,86,11.06,13.0,Green,0
808,14.92,86,11.06,13.0,Green,0
808,15.27,85,4.03,6.69,Green,0
808,16.7,94,10.11,12.22,Green,0
808,16.7,94,10.11,12.22,Green,0
808,16.93,82,1.75,2.51,Green,0
808,12.06,87,0.75,2.27,Green,0
808,16.35,93,5.06,5.45,Green,0
808,16.35,94,4.96,6.7,Green,0
808,16.34,89,1.93,2.21,Green,0
808,16.34,88,2.58,5.55,Green,0
808,16.35,98,1.09,1.43,Green,0
808,16.35,98,1.09,1.43,Green,0
808,13.83,89,3.85,5.96,Green,0
808,13.82,88,1.74,1.98,Green,0
808,12.92,88,7.23,17.79,Green,0
808,16.91,73,2.76,5.72,Green,0
808,14.91,78,2.82,8.87,Green,0
808,17.92,82,1.18,1.81,Green,0
808,19.92,74,0.85,1.09,Green,0
808,15.92,55,0.76,1.58,Green,0
808,13.92,58,0.54,0.75,Green,0
808,6.92,87,1.33,2.72,Green,0
808,6.92,87,1.33,2.72,Green,0
808,12.9,78,1.33,3.66,Green,0
808,11.4,90,2.65,4.01,Green,0
808,13.76,91,1.63,2.12,Green,0
808,12.04,97,0.99,1.37,Yellow,1
